airport_group,date,hour,feat_season,feat_sched_flights_cnt,feat_sched_concurrence
F,2025-10-31,13,autumn,1,0
G,2025-10-31,13,autumn,2,0
A,2025-10-31,14,autumn,0,0
B,2025-10-31,14,autumn,1,0
C,2025-10-31,14,autumn,0,0
D,2025-10-31,14,autumn,0,0
E,2025-10-31,14,autumn,2,0
F,2025-10-31,14,autumn,0,0
G,2025-10-31,14,autumn,0,0
A,2025-10-31,15,autumn,0,0
B,2025-10-31,15,autumn,1,0
C,2025-10-31,15,autumn,0,0
D,2025-10-31,15,autumn,0,0
E,2025-10-31,15,autumn,0,0
F,2025-10-31,15,autumn,0,0
G,2025-10-31,15,autumn,0,0
A,2025-10-31,16,autumn,0,0
B,2025-10-31,16,autumn,1,0
C,2025-10-31,16,autumn,0,0
D,2025-10-31,16,autumn,0,0
E,2025-10-31,16,autumn,0,0
F,2025-10-31,16,autumn,0,0
G,2025-10-31,16,autumn,0,0
A,2025-10-31,17,autumn,0,0
B,2025-10-31,17,autumn,4,1
C,2025-10-31,17,autumn,0,0
D,2025-10-31,17,autumn,0,0
E,2025-10-31,17,autumn,0,0
F,2025-10-31,17,autumn,0,0
G,2025-10-31,17,autumn,0,0
A,2025-10-31,18,autumn,0,0
B,2025-10-31,18,autumn,2,1
C,2025-10-31,18,autumn,0,0
D,2025-10-31,18,autumn,0,0
E,2025-10-31,18,autumn,0,0
F,2025-10-31,18,autumn,0,0
G,2025-10-31,18,autumn,0,0
A,2025-10-31,19,autumn,0,0
B,2025-10-31,19,autumn,1,0
C,2025-10-31,19,autumn,0,0
D,2025-10-31,19,autumn,0,0
E,2025-10-31,19,autumn,0,0
F,2025-10-31,19,autumn,0,0
G,2025-10-31,19,autumn,1,0
A,2025-10-31,20,autumn,0,0
B,2025-10-31,20,autumn,1,0
C,2025-10-31,20,autumn,0,0
D,2025-10-31,20,autumn,0,0
E,2025-10-31,20,autumn,0,0
F,2025-10-31,20,autumn,0,0
G,2025-10-31,20,autumn,2,0
A,2025-10-31,21,autumn,0,0
B,2025-10-31,21,autumn,0,0
C,2025-10-31,21,autumn,0,0
D,2025-10-31,21,autumn,0,0
E,2025-10-31,21,autumn,0,0
F,2025-10-31,21,autumn,0,0
G,2025-10-31,21,autumn,0,0
A,2025-10-31,22,autumn,0,0
B,2025-10-31,22,autumn,0,0
C,2025-10-31,22,autumn,0,0
D,2025-10-31,22,autumn,0,0
E,2025-10-31,22,autumn,0,0
F,2025-10-31,22,autumn,0,0
G,2025-10-31,22,autumn,0,0
A,2025-10-31,23,autumn,0,0
B,2025-10-31,23,autumn,0,0
C,2025-10-31,23,autumn,0,0
D,2025-10-31,23,autumn,0,0
E,2025-10-31,23,autumn,0,0
F,2025-10-31,23,autumn,0,0
G,2025-10-31,23,autumn,0,0
